num Cost
1	5.599862
100	3.7532613
200	4.84267
300	4.327738
400	3.617527
500	6.705559
600	3.0901961
700	4.4245815
800	2.5980697
900	3.7178748
1000	2.1072571
1100	6.60369
1200	3.2673974
1300	2.5329478
1400	1.7930346
1500	2.8456101
1600	2.2363465
1700	1.9426434
1800	3.0608144
1900	3.3890917
2000	3.9678059
2100	2.190401
2200	2.6689162
2300	2.0082579
2400	2.9635754
2500	2.251649
2600	1.8011869
2700	2.5583677
2800	2.87818
2900	2.7586055
3000	2.254732
3100	2.2943103
3200	2.2930064
3300	2.4430425
3400	3.423611
3500	2.5761824
3600	1.782887
3700	1.9126287
3800	2.1189172
3900	3.0983167
4000	1.792378
4100	2.5534387
4200	2.6300647
4300	2.2503765
4400	2.964803
4500	2.8240612
4600	2.358944
4700	1.9473939
4800	2.3585649
4900	1.6524751
5000	3.3565414
5100	2.2748587
5200	2.0187137
5300	2.705474
5400	2.3117266
5500	2.1602798
5600	2.6923633
5700	2.1062107
5800	2.4936633
5900	1.8156455
6000	5.054181
6100	1.6333666
6200	2.3777034
6300	2.5127728
6400	2.50391
6500	3.402011
6600	3.2211056
6700	2.2807183
6800	1.6889209
6900	1.9358563
7000	2.1657546
7100	2.4830494
7200	3.3860102
7300	2.0636058
7400	2.4477568
7500	2.5442047
7600	2.41161
7700	2.2609906
7800	3.0782065
7900	2.5435672
8000	2.270166
8100	2.7095356
8200	2.5724237
8300	2.4142025
8400	2.0917876
8500	2.3944104
8600	2.657295
8700	1.9979328
8800	2.4356298
8900	2.3276422
9000	2.9163258
9100	2.2667468
9200	3.8927739
9300	2.4155269
9400	2.4777913
9500	2.7964916
9600	3.3140378
9700	3.4713697
9800	2.1044574
